,minute,customer_id,location
381,14,27,checkout
382,14,28,checkout
383,14,29,checkout
384,14,30,checkout
385,14,31,checkout
386,14,32,checkout
387,14,33,dairy
388,14,34,checkout
389,14,35,checkout
390,14,36,checkout
391,14,37,checkout
392,14,38,drinks
393,14,39,checkout
394,14,40,checkout
395,14,41,checkout
396,14,42,checkout
397,14,43,checkout
398,14,44,checkout
399,14,45,spices
400,14,46,checkout
401,14,47,checkout
402,14,48,checkout
403,14,49,checkout
404,14,50,checkout
405,14,51,checkout
406,14,52,dairy
407,14,53,checkout
408,15,0,checkout
409,15,1,checkout
410,15,2,checkout
411,15,3,checkout
412,15,4,checkout
413,15,5,checkout
414,15,6,checkout
415,15,7,checkout
416,15,8,checkout
417,15,9,checkout
418,15,10,checkout
419,15,11,checkout
420,15,12,checkout
421,15,13,checkout
422,15,14,checkout
423,15,15,checkout
424,15,16,checkout
425,15,17,checkout
426,15,18,checkout
427,15,19,checkout
428,15,20,checkout
429,15,21,drinks
430,15,22,checkout
431,15,23,checkout
432,15,24,checkout
433,15,25,checkout
434,15,26,checkout
435,15,27,checkout
436,15,28,checkout
437,15,29,checkout
438,15,30,checkout
439,15,31,checkout
440,15,32,checkout
441,15,33,drinks
442,15,34,checkout
443,15,35,checkout
444,15,36,checkout
445,15,37,checkout
446,15,38,checkout
447,15,39,checkout
448,15,40,checkout
449,15,41,checkout
450,15,42,checkout
451,15,43,checkout
452,15,44,checkout
453,15,45,fruit
454,15,46,checkout
455,15,47,checkout
456,15,48,checkout
457,15,49,checkout
458,15,50,checkout
459,15,51,checkout
460,15,52,dairy
461,15,53,checkout
462,15,54,checkout
463,15,55,fruit
464,15,56,fruit
465,15,57,checkout
466,16,0,checkout
467,16,1,checkout
468,16,2,checkout
469,16,3,checkout
470,16,4,checkout
471,16,5,checkout
472,16,6,checkout
473,16,7,checkout
474,16,8,checkout
475,16,9,checkout
476,16,10,checkout
477,16,11,checkout
478,16,12,checkout
479,16,13,checkout
480,16,14,checkout
481,16,15,checkout
482,16,16,checkout
483,16,17,checkout
484,16,18,checkout
485,16,19,checkout
486,16,20,checkout
487,16,21,dairy
488,16,22,checkout
489,16,23,checkout
490,16,24,checkout
491,16,25,checkout
492,16,26,checkout
493,16,27,checkout
494,16,28,checkout
495,16,29,checkout
496,16,30,checkout
497,16,31,checkout
498,16,32,checkout
499,16,33,checkout
500,16,34,checkout
501,16,35,checkout
502,16,36,checkout
503,16,37,checkout
504,16,38,checkout
505,16,39,checkout
506,16,40,checkout
507,16,41,checkout
508,16,42,checkout
509,16,43,checkout
510,16,44,checkout
511,16,45,checkout
512,16,46,checkout
513,16,47,checkout
514,16,48,checkout
515,16,49,checkout
516,16,50,checkout
517,16,51,checkout
518,16,52,checkout
519,16,53,checkout
520,16,54,checkout
521,16,55,checkout
522,16,56,drinks
523,16,57,checkout
524,16,58,spices
525,16,59,dairy
526,16,60,dairy
527,16,61,drinks
528,16,62,fruit
529,17,0,checkout
530,17,1,checkout
531,17,2,checkout
532,17,3,checkout
533,17,4,checkout
534,17,5,checkout
535,17,6,checkout
536,17,7,checkout
537,17,8,checkout
538,17,9,checkout
539,17,10,checkout
540,17,11,checkout
541,17,12,checkout
542,17,13,checkout
543,17,14,checkout
544,17,15,checkout
545,17,16,checkout
546,17,17,checkout
547,17,18,checkout
548,17,19,checkout
549,17,20,checkout
550,17,21,checkout
551,17,22,checkout
552,17,23,checkout
553,17,24,checkout
554,17,25,checkout
555,17,26,checkout
556,17,27,checkout
557,17,28,checkout
558,17,29,checkout
559,17,30,checkout
560,17,31,checkout
561,17,32,checkout
562,17,33,checkout
563,17,34,checkout
564,17,35,checkout
565,17,36,checkout
566,17,37,checkout
567,17,38,checkout
568,17,39,checkout
569,17,40,checkout
570,17,41,checkout
571,17,42,checkout
572,17,43,checkout
573,17,44,checkout
574,17,45,checkout
575,17,46,checkout
576,17,47,checkout
577,17,48,checkout
578,17,49,checkout
579,17,50,checkout
580,17,51,checkout
581,17,52,checkout
582,17,53,checkout
583,17,54,checkout
584,17,55,checkout
585,17,56,fruit
586,17,57,checkout
587,17,58,checkout
588,17,59,dairy
589,17,60,dairy
590,17,61,fruit
591,17,62,dairy
592,18,0,checkout
593,18,1,checkout
594,18,2,checkout
595,18,3,checkout
596,18,4,checkout
597,18,5,checkout
598,18,6,checkout
599,18,7,checkout
600,18,8,checkout
601,18,9,checkout
602,18,10,checkout
603,18,11,checkout
604,18,12,checkout
605,18,13,checkout
606,18,14,checkout
607,18,15,checkout
608,18,16,checkout
609,18,17,checkout
610,18,18,checkout
611,18,19,checkout
612,18,20,checkout
613,18,21,checkout
614,18,22,checkout
615,18,23,checkout
616,18,24,checkout
617,18,25,checkout
618,18,26,checkout
619,18,27,checkout
620,18,28,checkout
621,18,29,checkout
622,18,30,checkout
623,18,31,checkout
624,18,32,checkout
625,18,33,checkout
626,18,34,checkout
627,18,35,checkout
628,18,36,checkout
629,18,37,checkout
630,18,38,checkout
631,18,39,checkout
632,18,40,checkout
633,18,41,checkout
634,18,42,checkout
635,18,43,checkout
636,18,44,checkout
637,18,45,checkout
638,18,46,checkout
639,18,47,checkout
640,18,48,checkout
641,18,49,checkout
642,18,50,checkout
643,18,51,checkout
644,18,52,checkout
645,18,53,checkout
646,18,54,checkout
647,18,55,checkout
648,18,56,fruit
649,18,57,checkout
650,18,58,checkout
651,18,59,fruit
652,18,60,dairy
653,18,61,fruit
654,18,62,dairy
655,19,0,checkout
656,19,1,checkout
657,19,2,checkout
658,19,3,checkout
659,19,4,checkout
660,19,5,checkout
661,19,6,checkout
662,19,7,checkout
663,19,8,checkout
664,19,9,checkout
665,19,10,checkout
666,19,11,checkout
667,19,12,checkout
668,19,13,checkout
669,19,14,checkout
670,19,15,checkout
671,19,16,checkout
672,19,17,checkout
673,19,18,checkout
674,19,19,checkout
675,19,20,checkout
676,19,21,checkout
677,19,22,checkout
678,19,23,checkout
679,19,24,checkout
680,19,25,checkout
681,19,26,checkout
682,19,27,checkout
683,19,28,checkout
684,19,29,checkout
685,19,30,checkout
686,19,31,checkout
687,19,32,checkout
688,19,33,checkout
689,19,34,checkout
690,19,35,checkout
691,19,36,checkout
692,19,37,checkout
693,19,38,checkout
694,19,39,checkout
695,19,40,checkout
696,19,41,checkout
697,19,42,checkout
698,19,43,checkout
699,19,44,checkout
700,19,45,checkout
701,19,46,checkout
702,19,47,checkout
703,19,48,checkout
704,19,49,checkout
705,19,50,checkout
706,19,51,checkout
707,19,52,checkout
708,19,53,checkout
709,19,54,checkout
710,19,55,checkout
711,19,56,dairy
712,19,57,checkout
713,19,58,checkout
714,19,59,checkout
715,19,60,checkout
716,19,61,fruit
717,19,62,fruit
718,19,63,fruit
